answer_id,question_url,author_id,author_url,answer_url,answer_text,voteup_count,comment_count
502353142,https://www.zhihu.com/api/v4/questions/282469494,0907af6d1adefe41d63619211baf6781,https://www.zhihu.com/api/v4/people/0907af6d1adefe41d63619211baf6781,https://www.zhihu.com/api/v4/answers/502353142,"有人问后续，昨天又去了一趟。开着车，当天要往返，所以没喝酒。去之前的一天和女友吵架吵的好凶(✪▽✪)。到了那，一家人包饺子吃，一边栽韭菜，一边聊天，说起这件事，岳父岳母也在说自己女儿做的不好，一边也给我说，让我要多体谅她（居然上次发的是他，被评论一通嘲笑。）感觉心里挺感动的，有这么明事理的岳父岳母，还有听话可爱的女朋友 撒个狗粮给大家。别的不多说，提前祝大家新年牛逼吧！！！！


发张小可爱生气的图片

～～～～～～～～～～～～～～～～～～～～
看的有点激动。中秋节，去女朋友家。第二次去了。第一次的时候没有喝酒，。第二次因为放假了，就让我喝酒了。跟以后的岳父都喝多了。不知道说了什么，聊着聊着就直接叫开爸妈了。 之后断片了，听女朋友说，我在厕所吐完了出来，他给我水，漱口～我觍着脸回头对丈母娘说，妈，你看，我是葫芦娃的水娃～说完，就噗╮(￣▽￣)╭",3348,125
answer_id,question_url,author_id,author_url,answer_url,answer_text,voteup_count,comment_count
509822694,https://www.zhihu.com/api/v4/questions/282469494,92e6c8bf94744cfa49c44c72c7889c18,https://www.zhihu.com/api/v4/people/92e6c8bf94744cfa49c44c72c7889c18,https://www.zhihu.com/api/v4/answers/509822694,"我有一个东北的化学老师，他上课跟我们讲了他年轻的故事。
他上大学的时候为了追他们学校的校花，和喜欢校花的那几个男生拼酒，干的最多的就能去追。结果他喝得十大瓶老雪（东北的都知道老雪劲儿多大）然后晃晃悠悠的走到大街上，旁边有个树坑，他就走进树坑大声吼：“这是我家！我到家了！”谁劝都不出来。最后那个校花过来了，尖声一喊：“陈鹏！你给我滚出来！”结果他灰溜溜的爬出来，跟校花走了。
现在他俩结婚了，都在同一个学校当老师。",6057,288
answer_id,question_url,author_id,author_url,answer_url,answer_text,voteup_count,comment_count
499835352,https://www.zhihu.com/api/v4/questions/282469494,0,https://www.zhihu.com/api/v4/people/0,https://www.zhihu.com/api/v4/answers/499835352,"大学的时候，有一次喝断片了，最后一个画面是在宿舍玩炸金花


第二天醒来看到手机里大概七八十条未读信息，问了下宿舍的，他们一边乐一边问我是不是真的不记得自己昨晚干了什么
我顿时有种不好的感觉，弱弱的问，我总不至于光屁股出去裸奔了吧…
我舍友说，我喝多之后，冲到楼管大爷那里，非要给人家背诵蜀道难，边背还边配合各种姿势，背完之后，还想给人家讲共产党宣言，被拉回去的过程中，在楼道里高唱国际歌，回宿舍又呜哩哇啦的做了一个一辩的开篇立论，来阐述自己喜欢一个女生的必要性和合法性…
做立论的时候我还给那个女生室友打了电话…她们全宿舍听完了我的话，后来给我复述的时候说，我不断的强调她和我在一起是大势所趋人心所向，任何违背这一点的都是逆历史潮流而动，是我们两家的罪人，是学校的罪人，是中华民族的罪人…


我听完这一切后…我觉得我是喝醉的罪人……
另，因为平时没事买了水果经常分给宿管大爷，他没向学校举报我……


至于那个姑娘…她曾试图和社会前进的浪潮抗衡，但是在人民群众的汪洋大海中，还是最终顺应了历史潮流…",23389,619
answer_id,question_url,author_id,author_url,answer_url,answer_text,voteup_count,comment_count
470013759,https://www.zhihu.com/api/v4/questions/282469494,be343720264fd87a14c83e443083a93b,https://www.zhihu.com/api/v4/people/be343720264fd87a14c83e443083a93b,https://www.zhihu.com/api/v4/answers/470013759,"我说我不喝酒，肯定有人不相信，但是我真的不喝酒，就连自家酿的米酒我都不敢喝。倒不是我酒量不好，也不是酒量太好，是喝酒后我人容易断片，期间做过的所有事情我都不记得。
因为发生过一件奇葩事儿，所以就没在喝过酒了。
我先说一部分我还记得的，就是我十八岁生日，晚上的八点左右，我爸偷偷摸摸拿出几瓶啤酒来，跟我说我成年了，也可以放开喝了，今天就让我醉一回。以前也喝酒，但不多，就小汤碗那么一碗，更多时候是喝饮料。
我还记得那天下的酒菜，牛肉有三四碟，还有两蝶花生米。两只汤碗，我跟我爸一人一只放在身前，然后我爸给我倒酒庆祝我成年。
推杯换盏几轮说了一些话之后我就不记得了。
记下来以我姐的视角叙述。
这里先说明一下，我妈那会儿上晚班，我爸开出租是白班，晚上有时间。至于切蛋糕这种事情，在吃午饭的时候就做了，毕竟我妈下午要去上晚班。
那会是暑假，我跟我姐放学在家。（我生日是农历的七月初七，七夕节。就是过两天后的八月十七号。我觉得我生的特别好，在别人都在哭泣的夜晚，我点着蜡烛唱着生日快乐。）
我姐就在旁边看着小说，一边笑着看着我跟我爸。
等她看完小说，抬头就发现不对劲了。
据她说，我搂着我家狗子脖子，一只手抓着它的爪子，一只手跟它比划猜拳，然后自顾自的说，狗兄厉害，狗兄厉害，小弟我服输，小弟我服输，是是是，这就自罚一杯。然后就喝一口，如此往复，在我家狗子惊恐的小眼神里，我差不多把剩下的几瓶啤酒喝完之后，搂着我家狗子躺地上，对我爸喊，娘子，你莫劝我跟狗兄，今天我俩不醉不归……
她还有视频，但我是不会放上来的，打死也不，不打死也不，绝对不！",18898,79
answer_id,question_url,author_id,author_url,answer_url,answer_text,voteup_count,comment_count
449722844,https://www.zhihu.com/api/v4/questions/282469494,0,https://www.zhihu.com/api/v4/people/0,https://www.zhihu.com/api/v4/answers/449722844,"要脸，先匿了
不知道把裤子丢了算不算过分？
完全不记得那一夜发生了什么
前一秒我还在觥筹交错，后一秒眼睛一睁已经脱光光躺床上了
然后我起床出门才发现，除了内裤死活找不到裤子了
洗衣机、衣柜、垃圾桶……家里哪里都没有
我是一个人住
下楼在附近找也没有
我一度怀疑被打劫了
可财物都在包里，包安然无恙
我甚至怀疑我被…呃…侵犯了
可感觉一下……花骨朵……它还是花骨朵，并没有盛开
我旁敲侧击的问昨晚同酒局的哥们
都说：没啥啊，12点散场的时候你很正常就走了啊
我实在问不出：“那走的时候我穿没穿裤子啊？”这种话
我至今不知道那一夜到底发生了什么
是我人生中最大的未解之谜
细思极恐",5570,305
answer_id,question_url,author_id,author_url,answer_url,answer_text,voteup_count,comment_count
575519496,https://www.zhihu.com/api/v4/questions/282469494,d00805ca78946bc4d6c6ba68dc9dd415,https://www.zhihu.com/api/v4/people/d00805ca78946bc4d6c6ba68dc9dd415,https://www.zhihu.com/api/v4/answers/575519496,"大学的时候和几个哥们喝酒，我划拳输了，要接受惩罚。
惩罚就是向我们班一个女同学表白。
关键是这个女同学偏偏不是一般的女同学...长相，emmmm，关键是那性格也真的是臭得没法说。
我一直觉得她应该是因为外表而封闭了自己，所以才用尖利的外壳将自己包裹起来，其实只是为了保护自己免受伤害。
如果我真的这么做，和她纠缠不清，反倒伤害了她的纯情，那罪孽可就大了。
所以我就一直犹豫着，内心很是煎熬。
耐不住哥们的起哄，我终于无奈地给她发了一条短信：嗨，XX。虽然很唐突，但是我好像有那么点点喜欢你。请问，你可以跟我交往吗？
发完后我的心态崩了。我觉得很罪恶，我欺骗了一个少女。我太不是人了。任何一个女生接受表白都会开心的吧，何况是一个从出生起就缺少爱的女孩子。
说真的，我特么真的想抽自己两把掌。


忐忑了许久，她终于回复了我，然而我反而更加难受了。
嗯，她只回复了我一句：丑人多作怪。






笑死你来一发：https://www.zhihu.com/question/268663946/answer/585821523",17062,609
answer_id,question_url,author_id,author_url,answer_url,answer_text,voteup_count,comment_count
484534797,https://www.zhihu.com/api/v4/questions/282469494,0,https://www.zhihu.com/api/v4/people/0,https://www.zhihu.com/api/v4/answers/484534797,"大学那几年，经常在跟室友在宿舍拼酒。
管寝室的阿姨是个巨凶的北京大妈。一言不合就在楼道骂人，六层楼都能听到的那种。
某晚，拼酒结束。宿舍集体喝大。
表演开始，寝室里兄弟们的声音越来越大
我们又听到了大妈响彻六层楼的骂声。大妈的骂声伴随着脚步声，越来越清晰。
就在大妈打开宿舍门的那一瞬间，某个大神叫了一声。
“大妈，我们要cao你”。。。。。要cao你。。。cao你。。。。
瞬间，世界安静了，大妈也安静了
迟疑几秒，大妈落荒而逃
大神成为那栋楼的一个传说",6955,292
answer_id,question_url,author_id,author_url,answer_url,answer_text,voteup_count,comment_count
474591709,https://www.zhihu.com/api/v4/questions/282469494,0,https://www.zhihu.com/api/v4/people/0,https://www.zhihu.com/api/v4/answers/474591709,"已经2k赞了，看来大家很喜欢这种我不要碧莲的风格。
————————————————————————
没想到突然多了很多赞，这个回答是轻松向，所谓过分，大家都说是最后一句。
你们赢了。
还有，被折叠的两个评论不关我事，我没折叠过～～～这叫自作孽。
都匿名了，还编个屁啊！
还有啊，你们给回复的，全是想要滋醒我的人，感觉好委屈。。。。。。。。。不过你们开心就好。
（假装这里是分割线）
KTV，我没醉，上厕所的时候，有个一起唱歌的妹子喝的有点晕，我怕她走不稳，就在门口等。
然后就看见两妹纸往厕所走，一个白裙子一个蓝裙子，都挺好看的。白裙子还好，蓝裙子看样子已经晕了，被白裙子姑娘扶着。
蓝裙子姑娘和我距离两米，看见我，笑着说：“帅哥，抱一下。”
说完就扑上来，我没反应过来，就被她抱住了，当时手都不知道往哪儿放，她想亲我，我偏头躲开，正好看见白裙姑娘白花花的胸（她过来拉朋友）。
好歹拉走了，两人上完厕所出来，那姑娘说了句“帅哥再抱一个”，又扑上来，这次我给躲开了。白裙子还给我道歉，说她朋友喝醉了。
这次事件以后，我就一直觉得自己是帅哥


————————————————————————


马上五千赞了，那就再说一个吧。
初中毕业，镇中，两个班合在一起吃散伙饭。
没喝过酒，但气氛好，闷着头喝呗，半小时就醉了，大家还在喝的时候，我已经被人抬沙发上睡觉去了。
不知道过了多久，醒了，头还有点晕。突然想起来自己暗恋过的一个女孩子。
给她打电话！
她家电话还是我六年级的时候听一个朋友偶然提起的，记了三年！
座机，拨过去，那边一个醇厚男中音接电话。
“喂？”
我他么的懵逼了好不好，这是她爸！听说他爸超级凶，管她超级严，这要是知道男生给他宝贝女儿打电话，会不会直接提刀杀过来？
“喂？哪个？”那边继续发问。
我知道我不能沉默了。
酒壮怂人胆！
“咳咳，我找某莎莎”。我假装镇定，其实心都要跳出来了。
那边声音突然轻快起来：“哦，哥哥呀！你等一下…莎莎，接电话！”
哒哒哒。
我听见拖鞋的声音，然后话筒被提起，传来了一个我念了很久的声音。
那天晚上，我胡说八道了什么，全忘了。好像表白过，但对方的回答记不住了。
这么多年过去，当年的荒唐都成了笑话，唯有她父亲把我叫哥的事儿我一直记得。
神他么知道我喝醉以后声音是什么样子！
兄弟，对不住了。",5054,229
answer_id,question_url,author_id,author_url,answer_url,answer_text,voteup_count,comment_count
508480033,https://www.zhihu.com/api/v4/questions/282469494,b50b4fcf20c2497bbd2de24a2f360e31,https://www.zhihu.com/api/v4/people/b50b4fcf20c2497bbd2de24a2f360e31,https://www.zhihu.com/api/v4/answers/508480033,"认保洁阿姨当妈+半夜骚扰姑娘+和室长基情似火。
大二那年下学期期末，考试考完了，俩室友先溜了，只剩下我和室长
两人人坐在宿舍你瞪我我瞪你，室长说咱今天有什么活动吗？
我说就剩咱俩，不然喝酒呗？
室长说行啊，走买酒去
于是本吊和室长屁颠屁颠去买酒，作为一个高中时候觉醒了酒鬼之魂的男人，曾在高中六人宿舍连喝趴四个，最后一个势均力敌
就算过年一大家子聚在一起，长辈们也喜欢和我喝，因为我是小辈中唯一能和他们喝开心的人
故和室长选酒的时候，我说江小白度数低了，整点儿红高粱和二锅头？
室长说好啊
买完酒又买了只烤鸭，两个人坐在宿舍边喝边吃
我仍记得那天下午阳光明媚
然后……
然后醒来时已经是第二天白天
室长看着我，一脸爹看儿子，说你喝多了
我说不可能，我还没喝多过
于是室长放了手机录音，并口述还原了昨晚了场景
我喝着喝着，开始拿着手机手舞足蹈，室长一脸淡定，说别喝了。我说放屁，我又没喝多
然后我就犹如下半身瘫痪坐在轮椅上的病人一样，双臂疯狂摆动，且在这个过程中跟室长讲了我高中悲惨的感情史，讲得悲从中来不可断绝
摆动过程中，手机duang的一声撞到了桌子边沿
我看着手机边磕出的裂痕，哇地一声哭了出来
我说哇哇哇室长我屏裂了
室长看了看说那是钢化膜屏没事儿
我说哇哇哇室长我屏真裂了你看好几道痕
室长说乖那真是钢化膜
我赌气跑到阳台，说不行屏碎了手机要坏我要给她打电话
于是在室长震惊的目光中，我一边扶着厕所门吐一边给一姑娘打电话
室长说你当时大概是这个声音：喂？我跟你说呕呕呕呕呕呕你知不知道呕呕呕呕呕呕
室长又说，那可是半夜啊，我想拉你都拉不住，还是隔壁兄弟听着不对来帮忙的
我一听心都凉了，一翻手机，昨晚打出去五六个电话
也正在这个时候，那姑娘打电话过来了，说酒醒了？
我说醒了
她说那你还记不记得昨晚说了什么？
我说不知道啊，我说什么了？
她说我不告诉你，把电话挂了
于是我至今都不知道那天晚上到底说了什么
再然后保洁阿姨推门而入，说酒醒了？
我说阿姨您怎么了知道我酒醒了
室长说昨晚你打完电话就出门，看见阿姨就抱着哭说妈我对不起你我不听话让你费心这么多年，保洁阿姨赶紧给你灌了几口人家自己带的茶
我震惊了，说然后呢
室长说然后你坐在那儿不动，我还以为你酒醒了，你是醒了不过也只是不会认错人了，你他妈扑腾一下抱着我说室长咱们都一起住两年了你就让我抱一下看男人抱着舒不舒服，还说要跟我一起睡觉，我和阿姨一起才把你搬上床
然后？
然后我就没敢再问，收拾了东西灰溜溜回家了
太丢人了",3915,100
answer_id,question_url,author_id,author_url,answer_url,answer_text,voteup_count,comment_count
453581235,https://www.zhihu.com/api/v4/questions/282469494,71a64188e92e31a17a6c87390b94ece8,https://www.zhihu.com/api/v4/people/0,https://www.zhihu.com/api/v4/answers/453581235,人在外地工作，喝大了半夜三更打电话向老婆表白，关键是我们结婚都十七八年了。。。。。,8032,284
answer_id,question_url,author_id,author_url,answer_url,answer_text,voteup_count,comment_count
483504388,https://www.zhihu.com/api/v4/questions/282469494,4d3eba6a8c40224af67681ad01dcedf3,https://www.zhihu.com/api/v4/people/4d3eba6a8c40224af67681ad01dcedf3,https://www.zhihu.com/api/v4/answers/483504388,打dota算吗？ 喝高了回家打dota趴电脑桌上睡了第二天起来看录像自己都不相信自己的操作，我尼玛会4狗齐飞了你敢信,1638,168
answer_id,question_url,author_id,author_url,answer_url,answer_text,voteup_count,comment_count
476714155,https://www.zhihu.com/api/v4/questions/282469494,a5731f6b4c45b9149689097e172eaffc,https://www.zhihu.com/api/v4/people/a5731f6b4c45b9149689097e172eaffc,https://www.zhihu.com/api/v4/answers/476714155,"好久没来知乎，没想到竟然破千了，哈哈，这事儿是当年刚到部队的时候和几个哥们干的糗事，得有七八年了……
一群人，大概八九个吧，喝完酒回去，有一哥们忍不住要吐，就趴在一户人家门口吐，另外一个去拉他，看了一眼地上的呕吐物也吐了，第三个，第四个，跟特么葫芦娃救爷爷一样，全吐了。据说，那家人，第二天早上都要报警了！！！",1788,85
answer_id,question_url,author_id,author_url,answer_url,answer_text,voteup_count,comment_count
469511893,https://www.zhihu.com/api/v4/questions/282469494,0,https://www.zhihu.com/api/v4/people/0,https://www.zhihu.com/api/v4/answers/469511893,"给男朋友表演站着尿尿还强迫他看完全程。






ps.本来以为这没什么，谁知道收到好多变态私信，匿了匿了烦死人了。
还有我男朋友那是又高又帅又有学识又有钱才能追到我这种又美又有趣又可爱的小仙女的好吗！！！！不要YY了！！！！！！",4798,338
answer_id,question_url,author_id,author_url,answer_url,answer_text,voteup_count,comment_count
473684968,https://www.zhihu.com/api/v4/questions/282469494,7c6813ef47637c67f13dde11d75f958b,https://www.zhihu.com/api/v4/people/7c6813ef47637c67f13dde11d75f958b,https://www.zhihu.com/api/v4/answers/473684968,"那是一个初三时期的夜晚。
上晚自习前，我先去在广东待了十几年的大姨家吃饭，她们一家人都很开心，做了一大桌子菜，还熬了一小锅鸡酒汤。
你可能没听过鸡酒汤是啥玩意，这么说吧，就是一种加了白酒的汤。
就上面着玩意，本来放的白酒不会太多，可不知道我大姨是肾虚导致手抖还是怎样，那56度的散白竟倒进去了一半。
然后她还继续熬了！
等菜上桌，我唱了一口汤，觉得甜丝丝的挺合胃口，就不由自主的喝了一大碗，然后我大姨又给我盛了一碗，我接着喝。本来那天犯鼻炎就不想吃米饭，加上这汤这么好喝，我一个人就喝了能有大半锅。
喝完了，我含糊不清的问大姨：“这什么汤啊，甜甜的。”
“鸡酒汤啊。”
“鸡血汤？”
“对啊，鸡酒汤。”
“哦哦，鸡血汤...”
可能当时我嘴里有东西说话模糊不清，大姨也就没有听明白，直接默认了。我喝完一锅汤，打了个饱嗝，说我去上晚自习了。
那个时候，他们一家三口的表情是这样的：
我大姨惊讶的说，你要去晚自习？
我说，对啊。
她突然脸色变得苍白，颤颤巍巍地说，我以为你不用的...要不今天就别去了吧。
我微微一愣，不明白为什么。可当我看向她时，大姨眼眸中流露出浓郁的亲情，是那么的剔透。我心底泛起丝丝感动，啊，十几年化作滔滔江水，虽然隔开了我们的家乡，但深深藏于心、融于血肉的情感是永远都不会变的。
我三步并作两步，走上前握住了她遍布老茧的手，嘿，劳动人民的乐观和进取都化在这粗糙暗淡的手掌里了。贫困的生活正是一面镜子，照出了人类最真挚而丰富的亲情。也正是因为贫穷，我们才能学会反思，学会感恩。
我热泪盈眶，说：“没事，我过两天还会来的。”
我大姨：：“嗯？？？”
她家的小女儿对我微微一笑，脸颊上牵强的褶皱能夹死苍蝇。我郑重地对她点点头，走进了风雪中。
我向学校走去，边走边觉得浑身发烫，脸庞像是火焰在灼烧，融化了北地的极寒。这就是亲情的伟大，啊，这就是我内心深处最脆弱的感动……
我想着想着，突然觉得自己走路有点不稳当，摇摇晃晃的像是个在裸奔的变态。街边大妈看我的眼神很奇怪，像是在嘲讽社会毒瘤，我突然觉得很烦躁，猛地冲向大妈，从她的菜篮子里以迅而不及掩耳之势抽出一根萝卜。
是的，我就这么冲过去，抢走了那根大白萝卜。
我不知道为什么自己要抢白萝卜，我又不吃。但我明白，此时的我就好比在火邢架上的理性学者，用生命膜拜真理。我不能屈服，我要有自己的独立意志，没人能打倒我。
大妈懵了。
她张牙舞爪的喊叫着，在后面追我。我怀里抱着冰凉的萝卜，像是自己刚出生的孩子，狂风卷起积雪，蹭破了我的脸皮，流出革命的血液。
大妈终究没追上我，
没人追的上我
只要跑的够快，萝卜就是我的。
我拎着大白萝卜走过门卫室，里面五十来岁的大爷揉了揉眼睛，像是在做梦。我一言不发，拎着萝卜穿过走廊，无视那些非议而愚蠢的目光，踉跄地进了教室。
当时代课的班主任是个大学毕业没多久的小姑娘，她狐疑地看了我一眼，眼神呆滞而迷茫。
我突然抬起头，和她四目相对，好久，好久，直到海枯石烂。突然，我跳起来，直直地冲向讲台，缺乏经验的年轻老师被晃晃悠悠的我吓呆了，她一动都不敢动，只能呆在讲台上迎接生命的最后一秒。
我抱着大白萝卜，就这么大力撞上了她。
我大吼：“你看这个萝卜，它又大又圆...”
一阵人体碰撞钢铁的声音响起，老师就这么被我撞飞到了一边，压到了一旁的铁架。
她愣住了，同学们也愣住了，每一个人都在用第一次看av的眼神盯着我，那些炙热的目光充斥着希望与祈祷。老师眨了眨水灵灵的大眼睛，然后突然哭了起来。
她哭的是那么伤心，那么悲痛，宛若孟姜女转世，整个学校都在颤抖。
然而我无动于衷。
我最后不屑的看了她一眼，捡起掉在地上的大白萝卜，走出了教室。
真男人，从不回头。
我在教室门口脱下裤子，然后将它缠在脑袋上，紧紧地打了个死结。
据隔壁班的同学回忆，他们至今还记得哪个昏昏欲睡的傍晚，在夕阳与皓月的交接处，明亮而温暖的光影下，一个脑袋上套着校服裤子的变态抱着一个大白萝卜，突然从门口冲了进来，然后直奔讲台，撞到了她们的四五十岁的大妈班主任，然后大吼道：“为了革命....”
事情就这样结束了，第二天醒来，我躺在医院里，旁边是一个劲道歉的父母，和那个年轻的班主任小姑娘。
我已经睡够了，但我不想起来。
因为外面的世界太过危险
危机四伏
生命太过脆弱。










如果喜欢这种沙雕文风，可以看下我其他答案...",19679,1005
answer_id,question_url,author_id,author_url,answer_url,answer_text,voteup_count,comment_count
470605533,https://www.zhihu.com/api/v4/questions/282469494,62436e4a1faf25e41c140e42a5df1a12,https://www.zhihu.com/api/v4/people/62436e4a1faf25e41c140e42a5df1a12,https://www.zhihu.com/api/v4/answers/470605533,高三的时候有一次和朋友聚会回来晚了，而且喝得有点多（啤酒）。回家后被我爸骂了一顿。我在爸妈睡着了之后越想越气，然后把我爸珍藏的一瓶飞天茅台用了半晚上干光了…然后就是我两天的沉睡和我爸半个月的沉默…,2366,94
